,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,games_draw_home_team,games_draw_away_team,League_21518.0,League_24558.0,B365_Win,B365_Draw,B365_Defeat,BW_Win,BW_Draw,BW_Defeat,label
267,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1,0,0.8889797169570326,0.07852654166453787,0.03249374137842947,0.8748457803912771,0.08915095095415872,0.036003268654564095,2.0
268,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0.1365138252854907,0.25482580719958264,0.6086603675149267,0.14198345125314787,0.2590238637726346,0.5989926849742175,0.0
269,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.36559577063847093,0.3066287108580724,0.3277755185034567,0.35917421529386984,0.3012428902464715,0.3395828944596588,2.0
270,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0.4751131221719457,0.27149321266968324,0.25339366515837103,0.4658527279664251,0.28233498664631823,0.25181228538725675,2.0
271,11.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0.8997369999538595,0.06358141466340607,0.03668158538273428,0.8978447662962888,0.07389953076438685,0.028255702939324383,2.0
272,-1.0,-6.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.4788732394366197,0.28169014084507044,0.23943661971830985,0.46883068978236814,0.30247141276281814,0.22869789745481375,0.0
273,1.0,-4.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6397415185783523,0.21809369951534735,0.1421647819063005,1.0
274,2.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0.46524924066464185,0.30766482043952115,0.22708593889583706,0.4564841498559078,0.28357348703170027,0.25994236311239194,0.0
275,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.288135593220339,0.2796610169491525,0.43220338983050843,0.2796610169491525,0.288135593220339,0.43220338983050843,2.0
276,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1,0,0.1475409836065574,0.21311475409836067,0.639344262295082,0.15874177029992684,0.22677395757132407,0.6144842721287491,2.0
277,-3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0.39999205971097346,0.30709067810068286,0.2929172621883437,0.37302423603793466,0.3108535300316122,0.3161222339304531,1.0
278,4.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0,0.7630057803468208,0.17341040462427745,0.06358381502890173,0.7613365155131265,0.1730310262529833,0.06563245823389022,2.0
279,-2.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1,0,0.36319612590799033,0.28945630640545894,0.34734756768655073,0.35359116022099446,0.292817679558011,0.35359116022099446,0.0
280,-2.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,1,0,0.1821247892074199,0.22765598650927488,0.5902192242833053,0.17304141387496702,0.23212872592983383,0.5948298601951991,0.0
281,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.39616613418530355,0.30670926517571884,0.2971246006389776,0.3815583602795452,0.30155418796286637,0.3168874517575884,0.0
282,-5.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1,0,0.2929936305732484,0.2929936305732484,0.41401273885350315,0.3068856351404828,0.2882865057380293,0.4048278591214879,2.0
283,-4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.41354540790148797,0.30015392508978966,0.2863006670087225,0.0
284,-6.0,-5.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.6627466613514053,0.20091688259916285,0.13633645604943193,0.6340391980175715,0.2196440639783735,0.14631673800405498,2.0
285,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0.8774082709534912,0.08614553932997915,0.03644618971652964,0.8720772772411302,0.08265775932111583,0.0452649634377539,2.0
286,0.0,7.0,1.0,3.0,0.0,0.0,2.0,0.0,1,0,0.25430995165556874,0.2804889172671714,0.4652011310772599,0.2671232876712329,0.28767123287671237,0.4452054794520548,1.0
287,-3.0,-3.0,1.0,0.0,0.0,0.0,0.0,2.0,1,0,0.48657187993680884,0.287519747235387,0.22590837282780407,0.47904191616766467,0.2874251497005988,0.23353293413173648,2.0
288,5.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0,0.3277755185034567,0.3066287108580724,0.36559577063847093,0.3277755185034567,0.3066287108580724,0.36559577063847093,2.0
289,13.0,-3.0,4.0,0.0,0.0,0.0,0.0,1.0,1,0,0.8592119798698906,0.09537252976555788,0.045415490364551364,0.8434243026688354,0.10892222423037531,0.0476534731007892,1.0
290,1.0,-3.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0.39215686274509803,0.29411764705882354,0.3137254901960784,0.3739565943238731,0.2921535893155259,0.333889816360601,1.0
291,0.0,-6.0,1.0,0.0,0.0,0.0,2.0,0.0,1,0,0.6598240469208211,0.21260997067448678,0.12756598240469208,0.643819671016857,0.2200584556824361,0.1361218733007069,2.0
292,2.0,-4.0,2.0,2.0,0.0,0.0,1.0,0.0,1,0,0.4552980132450331,0.2897350993377484,0.25496688741721857,0.4452054794520548,0.28767123287671237,0.2671232876712329,2.0
293,0.0,-5.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.40639082343301924,0.3015157722244981,0.29209340434248254,0.0
294,-5.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1,0,0.23779222575736617,0.2642135841748513,0.49799419006778256,0.22673031026252988,0.27207637231503584,0.5011933174224344,2.0
295,7.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1,0,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.6227217496962333,0.22782503037667073,0.14945321992709598,1.0
296,-6.0,6.0,0.0,4.0,0.0,0.0,2.0,0.0,1,0,0.2202378731817827,0.28047940908150565,0.4992827177367116,0.21572547059803432,0.2711977344661003,0.5130767949358653,2.0
297,5.0,13.0,3.0,4.0,0.0,0.0,0.0,1.0,1,0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.30625,0.30625,0.3875,1.0
298,-3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1,0,0.40177519440735215,0.30845966538370906,0.28976514020893884,0.3884711779448622,0.3007518796992481,0.3107769423558897,2.0
299,-3.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1,0,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.41749808135072913,0.28242517267843437,0.30007674597083656,2.0
300,-7.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,1,0,0.3648208469055374,0.29641693811074915,0.33876221498371334,0.35984848484848486,0.3118686868686869,0.3282828282828283,1.0
301,-7.0,-1.0,2.0,1.0,0.0,0.0,0.0,1.0,1,0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.46776611694152925,0.29235382308845576,0.23988005997001502,0.0
302,-6.0,-4.0,0.0,2.0,0.0,0.0,0.0,1.0,1,0,0.4317656129529684,0.27139552814186585,0.2968388589051658,0.44365361803084225,0.2740213523131673,0.28232502965599054,0.0
303,2.0,-8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0.8314855875831485,0.10532150776053213,0.06319290465631928,0.8140108534780464,0.11544153922052293,0.07054760730143067,2.0
304,0.0,-4.0,1.0,2.0,0.0,0.0,3.0,1.0,1,0,0.26503340757238314,0.28062360801781744,0.4543429844097996,0.2796610169491525,0.288135593220339,0.43220338983050843,1.0
305,5.0,7.0,4.0,3.0,0.0,0.0,0.0,2.0,1,0,0.4751131221719457,0.27149321266968324,0.25339366515837103,0.4569015166058744,0.2754847379535419,0.26761374544058353,0.0
306,13.0,-5.0,4.0,1.0,0.0,0.0,2.0,2.0,1,0,0.8795411089866157,0.07915869980879542,0.041300191204588915,0.8676127178013293,0.09089276091252022,0.04149452128615053,2.0
307,-1.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,1,0,0.23802612481857766,0.29753265602322204,0.46444121915820036,0.25638617580766343,0.29188580015026305,0.4517280240420737,0.0
308,-1.0,-1.0,2.0,1.0,0.0,0.0,2.0,2.0,1,0,0.5875440658049352,0.25381903642773207,0.15863689776733253,0.5766312594840667,0.25037936267071315,0.17298937784522,2.0
309,5.0,-1.0,3.0,2.0,0.0,0.0,2.0,1.0,1,0,0.3527021535960991,0.30719219829337663,0.34010564811052413,0.34716445165871973,0.3236278786649082,0.32920766967637216,1.0
310,0.0,-7.0,2.0,0.0,0.0,0.0,1.0,1.0,1,0,0.4759206798866855,0.29745042492917845,0.22662889518413595,0.45564748893592466,0.2918991725995767,0.25245333846449874,1.0
311,-2.0,-8.0,3.0,2.0,0.0,0.0,1.0,0.0,1,0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.44651162790697674,0.2930232558139535,0.26046511627906976,0.0
312,5.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,1,0,0.8551239929789819,0.094918763220667,0.049957243800351055,0.8549206145143664,0.09989072443273124,0.04518866105290222,2.0
313,-4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1,0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.643819671016857,0.2200584556824361,0.1361218733007069,2.0
314,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1,0,0.2726406101048618,0.2936129647283127,0.43374642516682554,0.2875816993464052,0.2875816993464052,0.4248366013071895,1.0
315,8.0,16.0,4.0,5.0,0.0,0.0,2.0,2.0,1,0,0.25065616797900264,0.25065616797900264,0.49868766404199477,0.25,0.25,0.5,0.0
316,-8.0,-3.0,1.0,1.0,0.0,0.0,2.0,2.0,1,0,0.3621665319320938,0.2976556184316896,0.34017784963621667,0.34700315457413244,0.3123028391167192,0.34069400630914826,0.0
317,7.0,2.0,4.0,3.0,0.0,0.0,1.0,2.0,1,0,0.6043404859191113,0.24968804286658017,0.14597147121430842,0.6119806990702601,0.24020242438507708,0.14781687654466283,2.0
318,-4.0,5.0,1.0,3.0,0.0,0.0,2.0,3.0,1,0,0.4247957712638154,0.2940893801057184,0.2811148486304661,0.3974358974358974,0.30128205128205127,0.30128205128205127,2.0
319,-1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1,0,0.6245817532902074,0.23890252063350434,0.13651572607628817,0.6150206978119456,0.23832052040212892,0.1466587817859255,2.0
320,-7.0,-4.0,0.0,3.0,0.0,0.0,2.0,1.0,1,0,0.41401273885350315,0.2929936305732484,0.2929936305732484,0.39897698209718674,0.28849104859335045,0.3125319693094629,1.0
321,-11.0,-6.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0.42834645669291344,0.2771653543307087,0.29448818897637796,0.42626070409134154,0.27402473834443386,0.29971455756422455,2.0
