,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,games_draw_home_team,games_draw_away_team,League_1.0,League_1729.0,League_4769.0,League_7809.0,League_10257.0,League_13274.0,League_15722.0,League_17642.0,League_19694.0,League_21518.0,League_24558.0,B365_Win,B365_Draw,B365_Defeat,BW_Win,BW_Draw,BW_Defeat,label
19842,40.0,36.0,13.0,14.0,2.0,3.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.41186161449752884,0.2613948380010983,0.32674354750137286,0.40092165898617516,0.2672811059907834,0.3317972350230415,2.0
19843,-2.0,-17.0,2.0,5.0,0.0,0.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.4469434832756632,0.3027681660899654,0.2502883506343714,0.4359404280501035,0.2883913600946839,0.27566821185521256,1.0
19844,0.0,-2.0,8.0,9.0,3.0,3.0,5.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.5140093406910212,0.2687534552755911,0.21723720403338773,0.4890832851359167,0.2830754771544245,0.22784123770965878,2.0
19845,-13.0,5.0,6.0,8.0,1.0,4.0,3.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.26558113419427287,0.28972487366647953,0.4446939921392476,0.28629524196827977,0.29076860512403413,0.422936152907686,0.0
19846,17.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.7907542579075426,0.14598540145985403,0.0632603406326034,0.7662835249042146,0.1558109833971903,0.07790549169859515,2.0
19847,-10.0,13.0,5.0,11.0,2.0,2.0,4.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.2792207792207792,0.2792207792207792,0.44155844155844154,0.29092983456930976,0.28237307472903594,0.4266970907016543,1.0
19848,7.0,50.0,9.0,17.0,1.0,4.0,6.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.14631673800405498,0.2196440639783735,0.6340391980175715,0.15555555555555556,0.2222222222222222,0.6222222222222222,0.0
19849,-17.0,-20.0,5.0,2.0,0.0,0.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.49919322307382,0.2889269866881807,0.21187979023799916,0.4809128853698296,0.3025097182165057,0.21657739641366458,0.0
19850,-20.0,0.0,4.0,7.0,2.0,2.0,3.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0.3403141361256544,0.2931937172774869,0.3664921465968586,0.35278154681139756,0.28765264586160105,0.3595658073270013,1.0
19851,-15.0,34.0,5.0,15.0,1.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.07322929171668667,0.14645858343337334,0.78031212484994,0.09315165041700929,0.1433102314107835,0.7635381181722072,1.0
19852,-12.0,-5.0,3.0,6.0,1.0,2.0,9.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.38247011952191234,0.298804780876494,0.31872509960159356,0.3658587987355111,0.3009483667017913,0.33319283456269755,1.0
19853,-12.0,21.0,10.0,12.0,2.0,4.0,0.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.2642238998342847,0.2717731541152642,0.46400294605045117,0.2676137454405836,0.27548473795354195,0.4569015166058745,1.0
19854,-11.0,-16.0,4.0,8.0,1.0,1.0,6.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.43220338983050843,0.2796610169491525,0.288135593220339,0.4247787610619469,0.2831858407079646,0.2920353982300885,2.0
19855,-17.0,31.0,6.0,16.0,0.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.09531917627782954,0.1657724804831818,0.7389083432389886,0.10727681920480121,0.17066766691672922,0.7220555138784697,0.0
19856,-4.0,11.0,6.0,10.0,1.0,3.0,8.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.4247957712638154,0.2811148486304661,0.2940893801057184,0.4247957712638154,0.2811148486304661,0.2940893801057184,2.0
19857,45.0,0.0,15.0,1.0,0.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.8722333310349583,0.08643039371164588,0.04133627525339585,0.8474360605675023,0.10077618017559488,0.05178775925690292,2.0
19858,-1.0,12.0,5.0,10.0,2.0,0.0,7.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.3539111200482606,0.2986125075407199,0.34747637241101953,0.3539111200482606,0.2986125075407199,0.34747637241101953,0.0
19859,15.0,-20.0,9.0,4.0,2.0,3.0,7.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.6464158082825311,0.22861046878284635,0.12497372293462265,2.0
19860,-1.0,19.0,4.0,12.0,0.0,5.0,11.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.1708542713567839,0.27638190954773867,0.5527638190954773,0.16723596119688483,0.2671129935783577,0.5656510452247575,1.0
19861,-6.0,-9.0,6.0,3.0,1.0,3.0,4.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.40201005025125625,0.2989949748743718,0.2989949748743718,0.3884711779448622,0.3107769423558897,0.3007518796992481,2.0
19862,-13.0,9.0,5.0,8.0,3.0,2.0,4.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.2929936305732484,0.2929936305732484,0.41401273885350315,0.29168390566818375,0.311129499379396,0.3971865949524204,0.0
19863,-8.0,-21.0,8.0,3.0,4.0,1.0,4.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.4689603590127151,0.2842183994016455,0.2468212415856395,1.0
19864,-8.0,-20.0,5.0,5.0,1.0,0.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.4532775453277545,0.2928870292887029,0.25383542538354253,0.4439252336448598,0.3107476635514019,0.24532710280373832,2.0
19865,31.0,-3.0,16.0,7.0,5.0,0.0,2.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.7318695941450432,0.17298735861610112,0.09514304723885562,0.7137192704203014,0.18080888183980967,0.10547184773988898,2.0
19866,8.0,45.0,9.0,15.0,2.0,4.0,6.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.2642135841748513,0.23779222575736617,0.49799419006778256,0.24580892064889764,0.2522775764554475,0.5019135028956548,2.0
19867,-2.0,-3.0,1.0,4.0,0.0,0.0,1.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.3463687150837989,0.30726256983240224,0.3463687150837989,0.3539111200482606,0.2986125075407199,0.34747637241101953,2.0
19868,14.0,16.0,11.0,9.0,1.0,3.0,6.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.5171140113272592,0.2551095789214479,0.22777640975129276,0.5059732958538299,0.26001405481377377,0.23401264933239635,0.0
19869,-21.0,-1.0,4.0,4.0,2.0,3.0,5.0,11.0,0,0,0,0,0,0,0,0,0,1,0,0.36559577063847093,0.3066287108580724,0.3277755185034567,0.35917421529386984,0.3012428902464715,0.3395828944596588,1.0
19870,17.0,-4.0,11.0,7.0,3.0,1.0,6.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.7966834895457823,0.14708002883922133,0.05623648161499639,0.7639646790356186,0.16946125607699175,0.06657406488738961,2.0
19871,-9.0,-15.0,3.0,5.0,3.0,2.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.4782608695652174,0.2826086956521739,0.2391304347826087,0.0
19872,10.0,-9.0,8.0,7.0,1.0,4.0,6.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.648854961832061,0.22137404580152667,0.12977099236641218,2.0
19873,-14.0,-19.0,8.0,3.0,4.0,2.0,1.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.4903728275762602,0.2754741472560756,0.23415302516766426,2.0
19874,-21.0,-14.0,5.0,8.0,1.0,5.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.3956834532374101,0.2877697841726619,0.31654676258992803,0.3897043622079801,0.28778168286127764,0.3225139549307422,1.0
19875,-4.0,-6.0,7.0,6.0,1.0,0.0,7.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.6245817532902074,0.23890252063350434,0.13651572607628817,0.6127132076364411,0.25336519126587964,0.13392160109767925,1.0
19876,45.0,33.0,15.0,16.0,2.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.39069767441860465,0.2604651162790697,0.34883720930232553,0.38049560351718625,0.2797761790567546,0.33972821742605913,0.0
19877,-7.0,7.0,3.0,9.0,3.0,2.0,7.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.3608748481166464,0.28760631834750905,0.3515188335358444,0.3548387096774194,0.2903225806451613,0.3548387096774194,2.0
19878,16.0,0.0,9.0,2.0,0.0,0.0,7.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.6515264333581534,0.22338049143708116,0.12509307520476545,0.6348547717842324,0.22406639004149378,0.14107883817427386,1.0
19879,0.0,9.0,4.0,10.0,1.0,2.0,12.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.288135593220339,0.2796610169491525,0.43220338983050843,0.3014616321559074,0.28319123020706455,0.41534713763702796,2.0
19880,-4.0,-20.0,7.0,4.0,1.0,1.0,4.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.4317656129529684,0.2968388589051658,0.27139552814186585,0.4247787610619469,0.2920353982300885,0.2831858407079646,0.0
19881,-12.0,16.0,6.0,11.0,1.0,4.0,3.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.17419230874804426,0.2521204468721693,0.5736872443797865,0.1809859255351006,0.2500463444892837,0.5689677299756157,0.0
19882,-9.0,-10.0,7.0,3.0,3.0,0.0,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.39616613418530355,0.2971246006389776,0.30670926517571884,0.3884711779448622,0.3007518796992481,0.3107769423558897,2.0
19883,-20.0,13.0,3.0,9.0,2.0,2.0,7.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.25496688741721857,0.2897350993377484,0.4552980132450331,0.2671232876712329,0.28767123287671237,0.4452054794520548,2.0
19884,-22.0,-4.0,4.0,7.0,2.0,2.0,4.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.31654676258992803,0.2877697841726619,0.3956834532374101,0.32774674115456237,0.28305400372439476,0.38919925512104286,2.0
19885,-5.0,33.0,6.0,14.0,0.0,2.0,6.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.12727272727272726,0.19090909090909092,0.6818181818181818,0.13199426111908177,0.20803443328550936,0.659971305595409,0.0
19886,36.0,-5.0,16.0,4.0,3.0,3.0,2.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.8858734297226831,0.07291419767717469,0.04121237260014221,0.8840525925140494,0.08302406955784117,0.03292333792810943,2.0
19887,4.0,16.0,8.0,9.0,1.0,3.0,6.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.5429892624813857,0.23755780233560622,0.21945293518300807,0.5292717447246527,0.2507076685537828,0.22002058672156458,2.0
19888,0.0,2.0,2.0,5.0,0.0,0.0,2.0,11.0,0,0,0,0,0,0,0,0,0,1,0,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.3974358974358974,0.30128205128205127,0.30128205128205127,0.0
19889,8.0,-7.0,10.0,7.0,0.0,0.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.6818181818181818,0.19090909090909092,0.12727272727272726,0.6690140845070423,0.19718309859154928,0.13380281690140844,2.0
19890,-20.0,-15.0,4.0,5.0,2.0,2.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.4652011310772599,0.2804889172671714,0.25430995165556874,0.43398484244116475,0.29158356601515756,0.2744315915436777,0.0
19891,15.0,-7.0,11.0,8.0,4.0,1.0,6.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.7784120394395433,0.15827711468604044,0.06331084587441618,0.7612985359643539,0.16549968173138127,0.0732017823042648,2.0
19892,-11.0,-10.0,3.0,4.0,2.0,4.0,5.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.5198860435545397,0.2798210175602376,0.20029293888522268,0.5052005943536404,0.274888558692422,0.21991084695393762,1.0
19893,-13.0,11.0,8.0,9.0,2.0,3.0,2.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.3067869752844252,0.27971753628874063,0.41349548842683403,0.32114989733059546,0.2739219712525667,0.40492813141683776,0.0
19894,-3.0,-14.0,7.0,8.0,5.0,0.0,7.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.6043404859191113,0.24968804286658017,0.14597147121430842,0.5931229795078682,0.2516765075209062,0.1552005129712255,2.0
19895,32.0,-19.0,14.0,5.0,5.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.8677685950413222,0.08677685950413223,0.04545454545454545,0.8551239929789819,0.094918763220667,0.049957243800351055,2.0
19896,-7.0,-8.0,4.0,5.0,1.0,1.0,6.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.5155482815057284,0.27250409165302786,0.2119476268412439,0.49199304051414977,0.29212086780527646,0.2158860916805738,2.0
19897,15.0,36.0,9.0,16.0,1.0,4.0,6.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.10612244897959185,0.15918367346938778,0.7346938775510204,0.09514304723885564,0.17298735861610115,0.7318695941450433,1.0
19898,4.0,5.0,6.0,9.0,0.0,4.0,10.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.31654676258992803,0.2877697841726619,0.3956834532374101,0.31924882629107976,0.28169014084507044,0.39906103286384975,1.0
19899,-7.0,-2.0,7.0,2.0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.41585886002326483,0.28984102365257847,0.29430011632415665,0.40639082343301924,0.29209340434248254,0.3015157722244981,2.0
19900,-13.0,9.0,6.0,11.0,2.0,2.0,3.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.28754298815437523,0.2711119602598395,0.44134505158578524,0.2920353982300885,0.2831858407079646,0.4247787610619469,1.0
19901,-8.0,-20.0,8.0,4.0,2.0,2.0,3.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.46539379474940334,0.2863961813842482,0.24821002386634847,1.0
19902,-10.0,16.0,4.0,12.0,0.0,5.0,7.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.1365138252854907,0.25482580719958264,0.6086603675149267,0.14224483395476878,0.24619298184479216,0.6115621842004391,0.0
19903,15.0,-11.0,10.0,3.0,2.0,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.6543619089837492,0.21912812194605918,0.12650996907019152,0.6263219741480611,0.22914218566392483,0.1445358401880141,1.0
19904,-2.0,33.0,8.0,14.0,0.0,3.0,6.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.19154228855721392,0.2280265339966832,0.5804311774461027,0.21628498727735368,0.22391857506361323,0.5597964376590331,2.0
19905,-20.0,-6.0,5.0,5.0,2.0,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.3324808184143222,0.29923273657289,0.3682864450127877,0.34010564811052413,0.30719219829337663,0.3527021535960991,1.0
19906,-6.0,12.0,5.0,8.0,0.0,2.0,6.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.3872529245663574,0.2964905203711174,0.3162565550625252,0.3741701870850936,0.30778515389257693,0.3180446590223295,1.0
19907,36.0,5.0,16.0,6.0,4.0,0.0,2.0,11.0,0,0,0,0,0,0,0,0,0,1,0,0.8901061280383429,0.0732625813077713,0.03663129065388565,0.8837525492861998,0.07953772943575799,0.03670972127804215,1.0
19908,5.0,-3.0,9.0,8.0,3.0,2.0,5.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.6983240223463686,0.18994413407821228,0.11173184357541899,0.7005604483586869,0.19055244195356286,0.10888710968775019,2.0
19909,-4.0,-11.0,2.0,6.0,0.0,0.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.44134505158578524,0.28754298815437523,0.2711119602598395,0.43421052631578944,0.28289473684210525,0.28289473684210525,2.0
19910,-17.0,-9.0,4.0,4.0,4.0,1.0,7.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.4540461369461735,0.3075796411570853,0.23837422189674112,0.4454368932038835,0.301747572815534,0.2528155339805825,0.0
19911,17.0,11.0,12.0,9.0,4.0,1.0,5.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.6086603675149267,0.25482580719958264,0.1365138252854907,0.5892620527978799,0.2580012231169096,0.1527367240852105,2.0
19912,-17.0,-9.0,7.0,3.0,3.0,3.0,2.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.41401273885350315,0.2929936305732484,0.2929936305732484,0.40822528363047,0.28889789303079416,0.3028768233387358,0.0
19913,30.0,-13.0,13.0,7.0,6.0,0.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.8677685950413222,0.08677685950413223,0.04545454545454545,0.874089490114464,0.0801248699271592,0.04578563995837669,2.0
19914,-5.0,-1.0,5.0,9.0,0.0,3.0,6.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.39616613418530355,0.2971246006389776,0.30670926517571884,0.3815583602795452,0.30155418796286637,0.3168874517575884,0.0
19915,14.0,-21.0,8.0,4.0,5.0,1.0,8.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5736872443797865,0.2521204468721693,0.17419230874804426,1.0
19916,5.0,-5.0,6.0,5.0,2.0,0.0,11.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.4658527279664251,0.28233498664631823,0.25181228538725675,2.0
19917,-15.0,41.0,5.0,15.0,0.0,5.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.04989604989604989,0.1185031185031185,0.8316008316008316,0.06905569007263922,0.12029055690072638,0.8106537530266344,0.0
19918,-10.0,5.0,6.0,9.0,1.0,3.0,4.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.25339366515837103,0.27149321266968324,0.4751131221719457,0.2553191489361702,0.26595744680851063,0.4787234042553191,1.0
19919,-8.0,-3.0,8.0,3.0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0.4652011310772599,0.2804889172671714,0.25430995165556874,0.4569015166058744,0.2754847379535419,0.26761374544058353,2.0
19920,-8.0,4.0,5.0,10.0,1.0,2.0,6.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.31119311193111926,0.2829028290282903,0.40590405904059046,0.0
19921,9.0,-18.0,8.0,4.0,4.0,2.0,6.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.6818181818181818,0.2121212121212121,0.10606060606060605,0.6676557863501484,0.20771513353115725,0.12462908011869436,2.0
19922,-8.0,15.0,4.0,12.0,0.0,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.18181818181818185,0.27272727272727276,0.5454545454545455,0.19207317073170732,0.274390243902439,0.5335365853658537,2.0
19923,35.0,-7.0,13.0,5.0,4.0,1.0,4.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.8562415502478594,0.09418657052726455,0.049571879224876075,0.8475446887199507,0.09492500513663449,0.05753030614341484,2.0
19924,1.0,10.0,10.0,7.0,1.0,3.0,4.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0.5223880597014926,0.26865671641791045,0.208955223880597,0.5030540935415162,0.2820151736520622,0.2149307328064215,2.0
19925,-22.0,11.0,3.0,7.0,4.0,0.0,6.0,11.0,0,0,0,0,0,0,0,0,0,1,0,0.3774574049803408,0.2948885976408912,0.327653997378768,0.3670872875169465,0.2925226822400667,0.34039003024298675,1.0
19926,34.0,-8.0,15.0,6.0,5.0,0.0,3.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.8910212474297463,0.0726525017135024,0.0363262508567512,0.879404710657401,0.08474263575425865,0.0358526535883402,2.0
19927,3.0,-10.0,8.0,8.0,5.0,0.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.6690140845070423,0.19718309859154928,0.13380281690140844,0.6725595695618755,0.19100691775557263,0.13643351268255186,2.0
19928,-4.0,-6.0,3.0,5.0,0.0,0.0,2.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.4674220963172805,0.28328611898017003,0.2492917847025496,0.4436536180308422,0.2823250296559905,0.27402135231316727,2.0
19929,5.0,11.0,10.0,9.0,0.0,3.0,6.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.39340623201512787,0.28372934308969827,0.3228644248951739,0.3739565943238731,0.2921535893155259,0.333889816360601,0.0
19930,-21.0,-6.0,3.0,5.0,2.0,3.0,6.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.34285714285714286,0.3142857142857143,0.34285714285714286,0.3463687150837989,0.30726256983240224,0.3463687150837989,0.0
19931,-23.0,13.0,6.0,11.0,1.0,4.0,2.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.14370103067302703,0.24580439457228306,0.6104945747546899,0.1466587817859255,0.23832052040212892,0.6150206978119456,0.0
19932,-26.0,-9.0,5.0,5.0,3.0,3.0,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.36319612590799033,0.28945630640545894,0.34734756768655073,0.3595658073270013,0.28765264586160105,0.35278154681139756,1.0
19933,7.0,36.0,6.0,13.0,1.0,2.0,9.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.15854770503220061,0.21969658895916944,0.6217557060086298,0.15874177029992684,0.22677395757132407,0.6144842721287491,1.0
19934,11.0,3.0,7.0,11.0,2.0,3.0,11.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.3516483516483516,0.2967032967032967,0.3516483516483516,0.334855403348554,0.3181126331811263,0.3470319634703196,0.0
19935,-6.0,-22.0,7.0,3.0,3.0,2.0,3.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.41354540790148797,0.2863006670087225,0.30015392508978966,0.0
19936,-11.0,-5.0,6.0,5.0,0.0,0.0,5.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.3979853841595892,0.29389689907169664,0.3081177167687142,0.38694379981838356,0.29169609524770457,0.3213601049339118,0.0
19937,-13.0,36.0,7.0,15.0,0.0,6.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.06818181818181818,0.13636363636363635,0.7954545454545454,0.07496395963479095,0.14416146083613646,0.7808745795290725,1.0
19938,-8.0,6.0,5.0,9.0,0.0,4.0,6.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.22010344200803078,0.2647355288596593,0.5151610291323099,0.21672840037901628,0.2760099922473943,0.5072616073735894,2.0
19939,-4.0,6.0,6.0,10.0,3.0,2.0,5.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.3956834532374101,0.2877697841726619,0.31654676258992803,0.38795986622073575,0.2909698996655518,0.3210702341137124,2.0
19940,15.0,-23.0,12.0,2.0,3.0,1.0,4.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.7966834895457823,0.14708002883922133,0.05623648161499639,0.7786296118830858,0.14949688548155246,0.07187350263536177,2.0
19941,-12.0,7.0,4.0,6.0,4.0,1.0,5.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.4266970907016543,0.29092983456930976,0.28237307472903594,2.0
19942,36.0,10.0,13.0,7.0,5.0,0.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1,0,0.8502024291497975,0.10485829959514169,0.044939271255060725,0.8365978354690923,0.10995285837593784,0.05344930615496978,2.0
19943,4.0,-5.0,12.0,7.0,3.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6458616010854817,0.2203527815468114,0.13378561736770692,2.0
19944,-17.0,-14.0,4.0,6.0,2.0,2.0,6.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.47904191616766467,0.2874251497005988,0.23353293413173648,2.0
19945,28.0,-8.0,14.0,5.0,5.0,1.0,4.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.9083622762489982,0.06358535933742988,0.028052364413572006,0.9163930991129426,0.060138297129286866,0.023468603757770483,2.0
19946,5.0,12.0,9.0,10.0,2.0,3.0,5.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0.4545454545454546,0.27272727272727276,0.27272727272727276,0.45801526717557256,0.267175572519084,0.2748091603053435,2.0
19947,-1.0,-3.0,4.0,6.0,0.0,0.0,2.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.3527021535960991,0.30719219829337663,0.34010564811052413,0.34700315457413244,0.3123028391167192,0.34069400630914826,1.0
19948,3.0,16.0,9.0,13.0,1.0,4.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.208955223880597,0.26865671641791045,0.5223880597014926,0.21749614843593007,0.28146560385826247,0.5010382477058075,0.0
19949,-21.0,-27.0,2.0,4.0,1.0,4.0,6.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.44155844155844154,0.2792207792207792,0.2792207792207792,0.4247787610619469,0.2920353982300885,0.2831858407079646,2.0
19950,7.0,-13.0,9.0,9.0,1.0,5.0,6.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.6217557060086298,0.21969658895916944,0.15854770503220061,0.6019261637239165,0.24879614767255218,0.1492776886035313,2.0
19951,15.0,20.0,11.0,11.0,0.0,4.0,5.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0.3401778496362166,0.29765561843168953,0.36216653193209375,0.3506493506493506,0.2922077922077922,0.35714285714285704,0.0
19952,49.0,-8.0,17.0,5.0,4.0,1.0,2.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.8678237650200267,0.09546061415220294,0.036715620827770364,0.823525623480543,0.12007534897200176,0.05639902754745537,2.0
19953,-18.0,7.0,3.0,9.0,0.0,1.0,2.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.23837422189674118,0.30757964115708536,0.45404613694617363,0.24442501093135113,0.30083078268473984,0.45474420638390906,2.0
19954,31.0,-20.0,14.0,4.0,5.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.8678237650200267,0.09546061415220294,0.036715620827770364,0.8420972412741959,0.10996799268404207,0.047934766041761924,2.0
19955,-5.0,-12.0,6.0,5.0,4.0,0.0,7.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.5155482815057284,0.27250409165302786,0.2119476268412439,0.5147058823529411,0.27941176470588236,0.20588235294117646,1.0
19956,21.0,-8.0,12.0,3.0,4.0,1.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1,0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.6469115191986644,0.23288814691151918,0.12020033388981635,1.0
19957,1.0,-20.0,9.0,3.0,5.0,1.0,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0.5895128762022959,0.25131864722308406,0.1591684765746199,0.5745239658568614,0.24819435325016415,0.17728168089297439,2.0
19958,-1.0,19.0,4.0,14.0,0.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.14667270258035311,0.26482571299230423,0.5885015844273427,0.15916847657461994,0.2513186472230841,0.5895128762022961,0.0
19959,6.0,-2.0,9.0,6.0,2.0,1.0,5.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0.5689677299756157,0.2500463444892837,0.1809859255351006,0.5709391949757351,0.2383671139023694,0.19069369112189552,2.0
19960,30.0,10.0,14.0,10.0,4.0,1.0,4.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0.8316008316008316,0.1185031185031185,0.04989604989604989,0.8389913962890019,0.10930859334508138,0.05170001036591687,2.0
